Number of documents in corpus,Document ID,Document,Number of Sentences in Document,Number of Words in Document,Number of Syllables in Document,Word1,Frequency1,Word2,Frequency2,Word3,Frequency3,Word4,Frequency4,Word5,Frequency5,Word6,Frequency6,Word7,Frequency7,Word8,Frequency8,Word9,Frequency9,Word10,Frequency10,Word11,Frequency11,Word12,Frequency12,Word13,Frequency13,Word14,Frequency14,Word15,Frequency15,Word16,Frequency16,Word17,Frequency17,Word18,Frequency18,Word19,Frequency19,Word20,Frequency20
987,495,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-304.2.1-Removal..txt"")",3,62,98,.,4,or,4,in,2,of,2,at,2,fire,2,a,2,304.2.1,1,-,1,Removal,1,Combustible,1,rubbish,1,stored,1,containers,1,outside,1,noncombustible,1,vaults,1,rooms,1,shall,1,be,1
987,496,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-306.2.1-Fire_Extinguishers..txt"")",3,40,65,.,3,with,3,-,2,approved,2,water,2,in,2,",",2,306.2.1,1,Fire,1,Extinguishers,1,Two,1,fire,1,extinguishers,1,an,1,or,1,solution,1,extinguisher,1,a,1,minimum,1,10,1
987,497,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-306.2.2-Smoking..txt"")",3,35,55,.,4,Smoking,2,shall,2,be,2,in,2,306.2.2,1,-,1,and,1,other,1,sources,1,of,1,ignition,1,prohibited,1,within,1,projection,1,rooms,1,which,1,cellulose,1,nitrate,1,film,1
987,498,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-306.2.3-Projection_Equipment..txt"")",3,21,30,.,3,Projection,2,306.2.3,1,-,1,Equipment,1,equipment,1,or,1,film,1,which,1,is,1,in,1,a,1,hazardous,1,condition,1,shall,1,not,1,be,1,used,1,(,1,Ord.,1
987,499,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-307.2.1-Authorization..txt"")",2,58,102,",",5,or,4,.,3,the,3,State,2,local,2,307.2.1,1,-,1,Authorization,1,Where,1,required,1,by,1,law,1,regulations,1,open,1,burning,1,shall,1,only,1,be,1,permitted,1
987,500,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-307.6-Open_Fires..txt"")",10,232,340,",",17,.,15,of,15,or,14,fire,13,the,11,in,7,any,6,for,5,such,5,is,5,by,5,public,4,a,4,permit,3,to,3,be,3,purpose,3,When,3,set,3
987,501,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-307.7-Designated_Open_Fire_Areas..txt"")",4,106,150,",",9,or,9,be,5,.,4,to,4,any,4,fire,3,the,3,public,3,may,3,place,3,such,3,The,2,code,2,official,2,on,2,permission,2,upon,2,where,2,fires,2
987,502,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-308.1.4-Deleted..txt"")",1,6,7,.,2,308.1.4,1,-,1,Deleted,1,(,1,Ord.,1,2014-0014,1,§,1,74,1,",",1,2014,1,),1
987,503,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-308.1.6.1.1-Floating_Luminary_Use..txt"")",5,78,135,.,5,or,4,a,4,use,3,release,3,of,3,luminary,3,",",3,Floating,2,floating,2,is,2,by,2,the,2,fire,2,code,2,official,2,for,2,and,2,308.1.6.1.1,1,-,1
987,504,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3104.21-Combustible_Vegetation..txt"")",5,110,161,from,7,a,6,.,5,or,5,",",4,areas,4,within,4,feet,4,such,4,structures,4,vegetation,3,fire,3,shall,3,be,3,removed,3,tent,3,membrane,3,structure,3,of,3,Combustible,2
987,505,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-311.5-Placards..txt"")",3,47,69,.,3,or,3,to,3,required,2,by,2,code,2,",",2,be,2,311.5,1,-,1,Placards,1,When,1,the,1,fire,1,official,1,any,1,vacant,1,abandoned,1,buildings,1,structures,1
987,506,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-315.3.2.1-Storage_Under_Stairways..txt"")",5,41,72,.,4,is,3,under,2,exit,2,the,2,stairway,2,enclosure,2,and,2,315.3.2.1,1,-,1,Storage,1,Under,1,Stairways,1,Combustible,1,storage,1,prohibited,1,interior,1,or,1,exterior,1,stairways,1
987,507,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-316.6.1-Structures..txt"")",4,108,193,",",8,and,6,.,5,the,4,-,3,of,3,to,3,Structures,2,shall,2,be,2,unoccupied,2,structures,2,in,2,provided,2,that,2,bonded,2,"""",2,316.6.1,1,not,1,constructed,1
987,508,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-319—323.-Reserved..txt"")",1,2,3,.,2,319,1,—,1,323,1,-,1,Reserved,1
987,509,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3201.2-Permits..txt"")",5,75,114,.,6,be,4,permit,3,required,3,all,3,the,3,in,2,to,2,of,2,",",2,by,2,and,2,must,2,fire,2,code,2,official,2,3201.2,1,-,1,Permits,1,A,1
987,510,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3206.7.1-Types_of_Vents..txt"")",11,157,266,-,11,.,11,and,8,heat,8,of,7,shall,7,the,7,be,6,temperature,5,device,5,approved,4,responsive,4,sprinkler,4,Smoke,3,vents,3,to,3,fixed,3,a,3,",",3,labeled,2
987,511,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3208.2.2-Racks_with_Solid_Shelving..txt"")",4,78,112,.,8,",",7,with,4,the,3,Racks,2,solid,2,shelving,2,(,2,3,2,),2,of,2,shall,2,sprinkler,2,racks,2,3208.2.2,1,-,1,Solid,1,Shelving,1,having,1,an,1
987,512,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324-PARADE_FLOATS.txt"")",1,3,4,324,1,-,1,PARADE,1,FLOATS,1
987,513,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324.1-Permit..txt"")",2,25,46,",",5,.,3,a,2,parade,2,324.1,1,-,1,Permit,1,An,1,operational,1,permit,1,is,1,required,1,to,1,operate,1,float,1,for,1,public,1,performance,1,presentation,1,spectacle,1
987,514,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324.2-Decorative_Material..txt"")",3,39,71,.,3,",",3,Decorative,2,flame,2,of,2,the,2,324.2,1,-,1,Material,1,material,1,on,1,parade,1,floats,1,shall,1,be,1,noncombustible,1,made,1,retardant,1,by,1,application,1
987,515,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324.3-Fire_Protection..txt"")",3,30,57,-,4,.,3,",",2,324.3,1,Fire,1,Protection,1,Motorized,1,parade,1,floats,1,and,1,towing,1,apparatus,1,shall,1,be,1,provided,1,with,1,a,1,minimum,1,2,1,A,1
987,516,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325-CLEARANCE_OF_BRUSH_AND_VEGETATIVE_GROWTH.txt"")",1,7,11,325,1,-,1,CLEARANCE,1,OF,1,BRUSH,1,AND,1,VEGETATIVE,1,GROWTH,1
987,517,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1-Electrical_transmission_lines..txt"")",1,4,8,325.1,1,-,1,Electrical,1,transmission,1,lines,1,.,1
987,518,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1.1-Support_clearance..txt"")",4,169,271,",",26,or,15,of,6,to,5,.,4,lines,4,-,3,any,3,shall,3,poles,3,the,3,clearance,2,electrical,2,distribution,2,line,2,covered,2,at,2,around,2,pole,2,supporting,2
987,519,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1.2-Line_clearance..txt"")",6,185,271,",",22,or,15,the,8,.,6,any,5,at,5,volts,5,operating,4,line,4,(,4,),4,-,3,clearance,3,shall,3,of,3,all,3,and,3,For,3,lines,3,more,3
987,520,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1.3-Self-supporting_aerial_cable..txt"")",5,117,181,",",8,to,7,-,5,.,5,the,4,any,4,of,4,cable,3,clearing,3,shall,3,be,3,person,3,supporting,2,aerial,2,is,2,trees,2,and,2,this,2,construed,2,require,2
987,521,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.10-Roadway_clearance..txt"")",7,166,265,",",13,or,8,of,8,.,7,fire,5,may,4,and,4,clearance,3,The,3,code,3,official,3,for,3,a,3,private,3,to,3,as,3,section,3,the,3,used,3,-,2
987,522,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.2-Structures..txt"")",1,2,3,325.2,1,-,1,Structures,1,.,1
987,523,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.2.1-Clearances..txt"")",13,462,709,",",60,or,29,.,22,to,17,any,15,of,15,the,13,structure,12,and,11,building,10,apiary,10,such,9,a,7,fire,7,person,6,growth,6,feet,6,from,6,not,6,be,6
987,524,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.2.2-Extra_hazard..txt"")",5,132,199,",",11,of,8,or,7,the,5,.,4,that,4,a,4,feet,4,-,3,because,3,firebreak,3,30,3,not,3,and,3,finds,2,around,2,is,2,sufficient,2,may,2,fire,2
987,525,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3-Notice_to_correct..txt"")",1,4,6,325.3,1,-,1,Notice,1,to,1,correct,1,.,1
987,526,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.1-Contents_of_notice..txt"")",3,47,65,.,3,and,3,-,2,notice,2,vegetation,2,growth,2,distance,2,shall,2,be,2,the,2,2010,2,325.3.1,1,Contents,1,of,1,A,1,to,1,clear,1,all,1,flammable,1,other,1
987,527,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.2-Compliance_with_findings..txt"")",4,102,167,",",18,or,7,.,3,building,3,structure,3,apiary,3,and,3,-,2,a,2,the,2,in,2,Section,2,every,2,person,2,owning,2,leasing,2,controlling,2,adjacent,2,to,2,such,2
987,528,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.3-Correction_by_fire_code_official_or_commissioner..txt"")",6,88,133,",",9,the,6,or,5,.,4,to,4,fire,3,code,3,official,3,commissioner,3,-,2,person,2,who,2,notice,2,of,2,requirements,2,such,2,may,2,2010,2,325.3.3,1,Correction,1
987,529,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.4-Notice_of_failure_to_correct..txt"")",6,138,211,the,15,",",14,of,6,to,6,such,5,.,4,or,4,condition,4,and,4,correct,3,governing,3,body,3,fire,3,code,3,official,3,upon,3,a,3,-,2,prohibited,2,by,2
987,530,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.5-Mailing_notice..txt"")",10,346,530,",",35,the,21,of,15,and,11,or,11,a,9,to,8,(,8,),8,such,7,which,7,.,6,in,6,be,6,said,5,governing,4,body,4,property,4,as,4,by,4
987,531,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.6-Posting_of_notice..txt"")",5,102,144,",",5,the,5,or,5,of,4,notice,4,.,4,to,4,in,4,be,4,shall,3,posted,3,property,3,-,2,a,2,on,2,which,2,upon,2,highway,2,road,2,2010,2
987,532,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.7-Publication_of_notice..txt"")",3,58,84,of,5,the,5,notice,3,.,3,in,3,",",3,-,2,hearing,2,than,2,2010,2,325.3.7,1,Publication,1,The,1,clerk,1,governing,1,body,1,shall,1,publish,1,once,1,a,1
987,533,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4-Hearing_of_protests..txt"")",1,4,5,325.4,1,-,1,Hearing,1,of,1,protests,1,.,1
987,534,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.1-Appointment_of_referee..txt"")",4,66,112,the,6,referee,5,.,4,of,3,as,3,",",3,-,2,governing,2,body,2,to,2,shall,2,time,2,spent,2,2010,2,325.4.1,1,Appointment,1,The,1,may,1,appoint,1,a,1
987,535,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.2-Hearing_objections..txt"")",3,45,66,the,5,",",5,.,3,time,3,and,3,-,2,objections,2,to,2,2010,2,325.4.2,1,Hearing,1,At,1,same,1,stated,1,in,1,notices,1,governing,1,body,1,or,1,referee,1
987,536,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.3-Report_of_referee..txt"")",3,49,76,",",8,the,5,referee,3,.,3,-,2,of,2,hearing,2,to,2,and,2,what,2,objections,2,if,2,any,2,should,2,be,2,2010,2,325.4.3,1,Report,1,If,1,is,1
987,537,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.4-Decision_by_board..txt"")",4,75,118,the,10,of,5,",",5,.,4,governing,3,body,3,and,3,-,2,by,2,or,2,shall,2,2010,2,325.4.4,1,Decision,1,board,1,Upon,1,conclusion,1,hearing,1,before,1,itself,1
987,538,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.5-Order_for_abatement..txt"")",3,51,81,the,5,or,4,.,3,-,2,governing,2,body,2,objections,2,",",2,2010,2,325.4.5,1,Order,1,for,1,abatement,1,After,1,final,1,action,1,is,1,taken,1,by,1,on,1
987,539,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.5-Right_of_entry_upon_private_property..txt"")",5,50,87,or,5,",",5,of,3,.,3,-,2,upon,2,private,2,property,2,code,2,and,2,2010,2,325.5,1,Right,1,entry,1,The,1,fire,1,official,1,commissioner,1,their,1,assistants,1
987,540,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.6-Removal_before_arrival_of_fire_code_official_or_commissioner..txt"")",3,44,72,the,4,or,3,.,3,-,2,arrival,2,of,2,fire,2,code,2,official,2,commissioner,2,owner,2,2010,2,325.6,1,Removal,1,before,1,Any,1,property,1,may,1,have,1,vegetation,1
987,541,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7-Record_and_report_of_cost..txt"")",3,60,90,of,6,the,5,cost,3,.,3,-,2,and,2,report,2,or,2,shall,2,an,2,removing,2,vegetation,2,from,2,each,2,separate,2,parcel,2,land,2,2010,2,325.7,1,Record,1
987,542,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.1-Posting_copy_of_report..txt"")",3,63,89,the,7,of,3,report,3,.,3,governing,3,body,3,or,3,-,2,copy,2,submitted,2,to,2,referee,2,",",2,a,2,be,2,for,2,on,2,2010,2,325.7.1,1,Posting,1
987,543,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.2-Hearing_on_report..txt"")",3,46,69,the,6,.,3,of,3,-,2,report,2,for,2,and,2,",",2,any,2,2010,2,325.7.2,1,Hearing,1,on,1,At,1,time,1,fixed,1,receiving,1,considering,1,governing,1,body,1
987,544,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.3-Report_of_referee..txt"")",3,44,70,the,6,",",5,referee,3,.,3,-,2,of,2,hearing,2,report,2,to,2,2010,2,325.7.3,1,Report,1,If,1,is,1,before,1,a,1,upon,1,conclusion,1,shall,1,governing,1
987,545,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.4-Modification_and_confirmation_of_the_report..txt"")",3,63,104,the,10,",",6,of,5,report,5,.,3,or,3,-,2,2010,2,325.7.4,1,Modification,1,and,1,confirmation,1,Upon,1,conclusion,1,hearing,1,on,1,before,1,itself,1,upon,1,receipt,1
987,546,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.5-Costs_of_removal..txt"")",3,60,90,the,9,of,5,.,3,for,3,",",3,-,2,parcels,2,land,2,assessments,2,respective,2,2010,2,325.7.5,1,Costs,1,removal,1,The,1,amounts,1,cost,1,removing,1,vegetation,1,upon,1
987,547,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.6-Collection_of_expenses..txt"")",3,59,98,of,7,.,3,-,2,expenses,2,shall,2,be,2,and,2,as,2,in,2,the,2,",",2,herein,2,2010,2,325.7.6,1,Collection,1,The,1,removing,1,vegetation,1,collected,1,assessments,1
987,548,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.8-Joint_proceedings..txt"")",3,46,69,of,4,proceedings,3,.,3,the,3,-,2,for,2,in,2,with,2,and,2,2010,2,325.8,1,Joint,1,All,1,provided,1,this,1,article,1,may,1,be,1,combined,1,performed,1
987,549,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.9-Prosecution..txt"")",8,63,96,",",15,.,6,Sections,4,or,3,to,3,-,2,325.2.1,2,325.2.2,2,325.3.2,2,325.10,2,503.2.1,2,2404.21,2,3807.2,2,3807.3,2,pursuant,2,325.3-325.8,2,inclusive,2,not,2,2010,2,325.9,1
987,550,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326-ACTIVITIES_IN_HAZARDOUS_FIRE_AREAS.txt"")",1,6,11,326,1,-,1,ACTIVITIES,1,IN,1,HAZARDOUS,1,FIRE,1,AREAS,1
987,551,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.1-Intent..txt"")",3,106,160,",",11,of,8,the,6,to,6,.,4,or,4,fire,3,fires,3,-,2,in,2,hazardous,2,area,2,spread,2,which,2,on,2,such,2,lands,2,is,2,and,2,326.1,1
987,552,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.10-Restricted_Entry_on_Closed_Lands..txt"")",4,105,153,the,9,or,5,such,5,",",5,.,4,upon,4,lands,4,shall,3,any,3,public,3,of,3,owner,3,person,2,not,2,enter,2,be,2,private,2,closed,2,to,2,by,2
987,553,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.11-Posting_of_Lands_Closed_to_Entry..txt"")",3,25,36,.,3,Lands,2,to,2,326.11,1,-,1,Posting,1,of,1,Closed,1,Entry,1,closed,1,entry,1,shall,1,be,1,posted,1,by,1,the,1,fire,1,protection,1,agency,1,having,1
987,554,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.12-Spark_Arresters_Required..txt"")",1,4,6,326.12,1,-,1,Spark,1,Arresters,1,Required,1,.,1
987,555,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.12.1-Equipment..txt"")",4,146,227,",",14,or,11,the,7,.,5,in,4,any,4,a,4,of,4,-,3,shall,3,fire,3,equipment,3,which,3,spark,3,with,3,operated,2,is,2,qualified,2,device,2,arrester,2
987,556,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.12.2-Chimneys..txt"")",2,63,101,",",8,with,4,any,4,or,4,.,3,-,2,used,2,in,2,326.12.2,1,Chimneys,1,Each,1,chimney,1,conjunction,1,fireplace,1,barbecue,1,incinerator,1,heating,1,appliance,1,which,1,solid,1
987,557,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.13-Open_Flame_Device..txt"")",4,94,133,",",12,or,7,.,4,any,4,a,4,use,3,such,3,fire,3,device,2,torch,2,the,2,of,2,permit,2,from,2,is,2,326.13,1,-,1,Open,1,Flame,1,Device,1
987,558,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.14-Roadway_Clearance..txt"")",5,72,121,.,6,of,4,code,4,the,4,",",4,or,3,Clearance,2,in,2,with,2,fire,2,official,2,326.14,1,-,1,Roadway,1,1,1,brush,1,vegetative,1,growth,1,from,1,roadways,1
987,559,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.15-Illegal_Dumping..txt"")",6,84,121,",",15,.,6,or,5,in,5,any,4,shall,3,be,3,Dumping,2,No,2,person,2,dump,2,material,2,upon,2,hazardous,2,fire,2,area,2,by,2,the,2,this,2,section,2
987,560,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.16-Disposal_of_Ashes..txt"")",3,95,130,or,10,",",7,any,4,in,4,of,3,.,3,a,3,-,2,ashes,2,coals,2,fire,2,with,2,not,2,less,2,than,2,feet,2,from,2,combustible,2,vegetation,2,structure,2
987,561,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.17-Fire_Roads_and_Firebreaks..txt"")",5,122,175,or,13,",",11,.,8,any,6,the,5,fire,4,road,4,firebreak,4,No,3,person,3,shall,3,of,2,travel,2,upon,2,park,2,motor,2,vehicle,2,is,2,a,2,to,2
987,562,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.18-Use_of_Motorcycle,_Motor_Scooter,_and_Motor_Vehicles..txt"")",4,67,112,",",7,.,4,Motor,2,No,2,shall,2,any,2,motor,2,or,2,fire,2,first,2,permit,2,from,2,the,2,326.18,1,-,1,Use,1,of,1,Motorcycle,1,Scooter,1,and,1
987,563,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.19-Hazardous_Warning_Lights..txt"")",3,58,79,or,6,",",6,any,5,.,3,to,3,-,2,torch,2,lantern,2,land,2,326.19,1,Hazardous,1,Warning,1,Lights,1,It,1,shall,1,be,1,unlawful,1,maintain,1,utilizing,1,an,1
987,564,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.2-Permit_Required..txt"")",5,73,127,",",9,.,6,or,4,activities,4,a,3,of,2,including,2,but,2,not,2,limited,2,to,2,and,2,326.2,1,-,1,Permit,1,Required,1,No,1,person,1,shall,1,establish,1
987,565,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.3-Permit_Request..txt"")",3,40,55,.,3,of,3,such,2,activity,2,to,2,the,2,326.3,1,-,1,Permit,1,Request,1,A,1,request,1,an,1,issuance,1,a,1,permit,1,for,1,any,1,shall,1,be,1
987,566,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.4-Fire_Protection_Survey..txt"")",3,61,102,the,6,",",4,to,4,.,3,fire,3,a,2,for,2,issuance,2,of,2,permit,2,and,2,such,2,326.4,1,-,1,Fire,1,Protection,1,Survey,1,Upon,1,receiving,1,request,1
987,567,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.5-Notification..txt"")",2,41,68,.,3,and,3,shall,2,be,2,fire,2,facilities,2,all,2,safeguards,2,",",2,326.5,1,-,1,Notification,1,The,1,applicant,1,notified,1,by,1,the,1,code,1,official,1,of,1
987,568,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.6-Permit_Stipulations..txt"")",3,55,105,",",7,of,4,.,3,the,3,and,3,permit,2,shall,2,to,2,activity,2,with,2,326.6,1,-,1,Permit,1,Stipulations,1,The,1,stipulate,1,conditions,1,precautions,1,limitations,1,safeguards,1
987,569,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.7-Fire_Protection_Facilities_Required..txt"")",13,202,354,.,21,",",13,to,12,of,12,and,8,or,8,fire,8,the,7,necessary,4,-,3,conditions,3,safety,3,as,3,areas,3,public,3,activity,3,Fire,2,facilities,2,limitations,2,maintain,2
